compound_id	molecular_formula	compound_name
30690	C40H66N2O12	Bisoprolol fumarate (JAN/USP)
19231	C40H66O	farnesylfarnesylgeraniol
42407	C40H66O13	Laidlomycin propionate (USAN)
20522	C40H66O5	2-methoxy-12-methyloctadec-17-en-5-ynoyl anhydride
13778	C40H66O5	"DG(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
22729	C40H66O5	"DG(17:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]"
22728	C40H66O5	"DG(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]"
14449	C40H66O5	"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0/0:0)"
9826	C40H67NO14	Leucomycin A1
80194	C40H68NO10P	"PS(14:1(9Z)/20:4(5Z,8Z,11Z,14Z))"
80195	C40H68NO10P	"PS(20:4(5Z,8Z,11Z,14Z)/14:1(9Z))"
8519	C40H68O11	Nigericin
13776	C40H68O5	"DG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
13777	C40H68O5	"DG(15:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)"
22725	C40H68O5	"DG(17:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]"
22724	C40H68O5	"DG(17:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]"
22723	C40H68O5	"DG(17:2(9Z,12Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]"
14391	C40H68O5	"DG(22:5(4Z,7Z,10Z,13Z,16Z)/15:0/0:0)"
14420	C40H68O5	"DG(22:5(7Z,10Z,13Z,16Z,19Z)/15:0/0:0)"
2855	C40H68O7P2	all-trans-Octaprenyl diphosphate
20414	C40H68O7P2	octaprenyl diphosphate
2493	C40H68O7P2	Prephytoene diphosphate
20095	C40H70NO10P	16:1-18:3-PS
14592	C40H70NO8P	"PC(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))"
14909	C40H70NO8P	"PC(18:4(6Z,9Z,12Z,15Z)/14:1(9Z))"
15579	C40H70NO8P	"PE(15:0/20:5(5Z,8Z,11Z,14Z,17Z))"
16123	C40H70NO8P	"PE(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)"
13775	C40H70O5	"DG(15:0/22:4(7Z,10Z,13Z,16Z)/0:0)"
22720	C40H70O5	"DG(17:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]"
22719	C40H70O5	"DG(17:1(9Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]"
22718	C40H70O5	"DG(17:2(9Z,12Z)/20:2(11Z,14Z)/0:0)[iso2]"
14362	C40H70O5	"DG(22:4(7Z,10Z,13Z,16Z)/15:0/0:0)"
32324	C40H71NO14	Erythromycin propionate (USAN)
17645	C40H71O10P	18:3-t16:1-PG
17198	C40H71O10P	"PG(16:1(9Z)/18:3(6Z,9Z,12Z))"
17199	C40H71O10P	"PG(16:1(9Z)/18:3(9Z,12Z,15Z))"
17268	C40H71O10P	"PG(18:3(6Z,9Z,12Z)/16:1(9Z))"
17283	C40H71O10P	"PG(18:3(9Z,12Z,15Z)/16:1(9Z))"
42144	C40H71O8P	"PA(17:0/20:4(5Z,8Z,11Z,14Z))"
27165	C40H72	Beta-isorenieratane
20097	C40H72NO10P	16:0-18:3-PS
14559	C40H72NO8P	"PC(14:0/18:4(6Z,9Z,12Z,15Z))"
25433	C40H72NO8P	"PC(14:0/18:4(9E,11E,13E,15E))"
25435	C40H72NO8P	"PC(14:0/18:4(9Z,11E,13E,15Z))[U]"
14590	C40H72NO8P	"PC(14:1(9Z)/18:3(6Z,9Z,12Z))"
14591	C40H72NO8P	"PC(14:1(9Z)/18:3(9Z,12Z,15Z))"
25483	C40H72NO8P	"PC(16:0/16:4(2E,4E,12E,14E))"
25587	C40H72NO8P	"PC(16:2(2E,4E)/16:2(2E,4E))"
14844	C40H72NO8P	"PC(18:3(6Z,9Z,12Z)/14:1(9Z))"
14877	C40H72NO8P	"PC(18:3(9Z,12Z,15Z)/14:1(9Z))"
14908	C40H72NO8P	"PC(18:4(6Z,9Z,12Z,15Z)/14:0)"
15577	C40H72NO8P	"PE(15:0/20:4(5Z,8Z,11Z,14Z))"
15578	C40H72NO8P	"PE(15:0/20:4(8Z,11Z,14Z,17Z))"
16057	C40H72NO8P	"PE(20:4(5Z,8Z,11Z,14Z)/15:0)"
16090	C40H72NO8P	"PE(20:4(8Z,11Z,14Z,17Z)/15:0)"
22823	C40H72O4	1-(10-methyl-hexadecanoyl-2-(8-[3]-ladderane-octanyl)-sn-glycerol
22824	C40H72O4	"1-(9,14-dimethyl-pentadecanoyl-2-(8-[3]-ladderane-octanyl)-sn-glycerol"
22716	C40H72O5	"DG(17:0/20:3(8Z,11Z,14Z)/0:0)[iso2]"
22715	C40H72O5	"DG(17:1(9Z)/20:2(11Z,14Z)/0:0)[iso2]"
22714	C40H72O5	"DG(17:2(9Z,12Z)/20:1(11Z)/0:0)[iso2]"
22722	C40H72O5	"DG(18:3(9Z,12Z,15Z)/19:0/0:0)[iso2]"
27228	C40H73N3O4	"N-ornithinyl-35-aminobacteriohopane-32,33,34-triol"
17652	C40H73O10P	18:2-t16:1-PG
17643	C40H73O10P	18:3-16:0-PG
17183	C40H73O10P	"PG(16:0/18:3(6Z,9Z,12Z))"
17184	C40H73O10P	"PG(16:0/18:3(9Z,12Z,15Z))"
17197	C40H73O10P	"PG(16:1(9Z)/18:2(9Z,12Z))"
17253	C40H73O10P	"PG(18:2(9Z,12Z)/16:1(9Z))"
17267	C40H73O10P	"PG(18:3(6Z,9Z,12Z)/16:0)"
17282	C40H73O10P	"PG(18:3(9Z,12Z,15Z)/16:0)"
26883	C40H73O9P	1-tetradecanoyl-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)
20098	C40H74NO10P	16:0-18:2-PS
14557	C40H74NO8P	"PC(14:0/18:3(6Z,9Z,12Z))"
14558	C40H74NO8P	"PC(14:0/18:3(9Z,12Z,15Z))"
14589	C40H74NO8P	"PC(14:1(9Z)/18:2(9Z,12Z))"
14811	C40H74NO8P	"PC(18:2(9Z,12Z)/14:1(9Z))"
14843	C40H74NO8P	"PC(18:3(6Z,9Z,12Z)/14:0)"
14876	C40H74NO8P	"PC(18:3(9Z,12Z,15Z)/14:0)"
15575	C40H74NO8P	"PE(15:0/20:3(5Z,8Z,11Z))"
15576	C40H74NO8P	"PE(15:0/20:3(8Z,11Z,14Z))"
15991	C40H74NO8P	"PE(20:3(5Z,8Z,11Z)/15:0)"
16024	C40H74NO8P	"PE(20:3(8Z,11Z,14Z)/15:0)"
22808	C40H74O3	1-(10-methyl-hexadecanyl-2-(8-[3]-ladderane-octanyl)-sn-glycerol
22809	C40H74O3	"1-(9,14-dimethyl-pentadecanyl-2-(8-[3]-ladderane-octanyl)-sn-glycerol"
13774	C40H74O5	"DG(15:0/22:2(13Z,16Z)/0:0)"
22712	C40H74O5	"DG(17:0/20:2(11Z,14Z)/0:0)[iso2]"
22711	C40H74O5	DG(17:1(9Z)/20:1(11Z)/0:0)[iso2]
22710	C40H74O5	"DG(17:2(9Z,12Z)/20:0/0:0)[iso2]"
22717	C40H74O5	"DG(18:2(9Z,12Z)/19:0/0:0)[iso2]"
14333	C40H74O5	"DG(22:2(13Z,16Z)/15:0/0:0)"
7149	C40H75N3O2	Juliflorine
38513	C40H75O10P	"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE"
17651	C40H75O10P	18:1-t16:1-PG
17644	C40H75O10P	18:2-16:0-PG
17182	C40H75O10P	"PG(16:0/18:2(9Z,12Z))"
17195	C40H75O10P	PG(16:1(9Z)/18:1(11Z))
17196	C40H75O10P	PG(16:1(9Z)/18:1(9Z))
17223	C40H75O10P	PG(18:1(11Z)/16:1(9Z))
17238	C40H75O10P	PG(18:1(9Z)/16:1(9Z))
17252	C40H75O10P	"PG(18:2(9Z,12Z)/16:0)"
42136	C40H75O13P	PI(17:0/14:1(9Z))
26865	C40H75O8P	1-tetradecanyl-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)
34919	C40H76N2O12	Gamithromycin (USAN/INN)
20099	C40H76NO10P	16:0-18:1-PS
9759	C40H76NO10P	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoserine
26789	C40H76NO10P	PS(16:0/18:1(11Z))
26805	C40H76NO10P	PS(16:0/18:1(9Z))
26798	C40H76NO10P	PS(18:1(9Z)/16:0)[S]
14612	C40H76NO7P	PC(14:1(9Z)/dm18:1(11Z))
14613	C40H76NO7P	PC(14:1(9Z)/dm18:1(9Z))
26085	C40H76NO7P	"PC(O-14:0/18:3(9Z,12Z,15Z))"
25430	C40H76NO8P	"PC(14:0/18:2(11Z,14Z))"
25431	C40H76NO8P	"PC(14:0/18:2(2E,4E))[U]"
14556	C40H76NO8P	"PC(14:0/18:2(9Z,12Z))"
14587	C40H76NO8P	PC(14:1(9Z)/18:1(11Z))
14588	C40H76NO8P	PC(14:1(9Z)/18:1(9Z))
25578	C40H76NO8P	PC(16:1(9E)/16:1(9E))
14683	C40H76NO8P	PC(16:1(9Z)/16:1(9Z))
14746	C40H76NO8P	PC(18:1(11Z)/14:1(9Z))
14779	C40H76NO8P	PC(18:1(9Z)/14:1(9Z))
14810	C40H76NO8P	"PC(18:2(9Z,12Z)/14:0)"
15574	C40H76NO8P	"PE(15:0/20:2(11Z,14Z))"
15958	C40H76NO8P	"PE(20:2(11Z,14Z)/15:0)"
40972	C40H76O12S	SQDG(16:0/15:0)
13773	C40H76O5	DG(15:0/22:1(13Z)/0:0)
22726	C40H76O5	DG(16:1(9Z)/21:0/0:0)[iso2]
22708	C40H76O5	DG(17:0/20:1(11Z)/0:0)[iso2]
22707	C40H76O5	DG(17:1(9Z)/20:0/0:0)[iso2]
22713	C40H76O5	DG(18:1(9Z)/19:0/0:0)[iso2]
14304	C40H76O5	DG(22:1(13Z)/15:0/0:0)
27382	C40H77NO11S	C16 Sulfatide
27383	C40H77NO12S	C16-OH Sulfatide
80196	C40H77NO3	Cer(d18:1/22:1(13Z))
17584	C40H77NO4	"N-(2-hydroxydocosanoyl)-4,8-sphingadienine"
17315	C40H77NO8	Galactosylceramide (d18:1/16:0)
27362	C40H77NO8	GlcCer(d18:1/16:0)
13177	C40H77NO8	Glucosylceramide (d18:1/16:0)
17646	C40H77O10P	18:0-t16:1-PG
17650	C40H77O10P	18:1-16:0-PG
9761	C40H77O10P	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-sn-glycerol
17180	C40H77O10P	PG(16:0/18:1(11Z))
17181	C40H77O10P	PG(16:0/18:1(9Z))
17194	C40H77O10P	PG(16:1(9Z)/18:0)
17208	C40H77O10P	PG(18:0/16:1(9Z))
17222	C40H77O10P	PG(18:1(11Z)/16:0)
17237	C40H77O10P	PG(18:1(9Z)/16:0)
80197	C40H78NO10P	PS(16:0/18:0)
80198	C40H78NO10P	PS(18:0/16:0)
14579	C40H78NO7P	PC(14:0/dm18:1(11Z))
14580	C40H78NO7P	PC(14:0/dm18:1(9Z))
14611	C40H78NO7P	PC(14:1(9Z)/dm18:0)
14708	C40H78NO7P	PC(16:1(9Z)/dm16:0)
26084	C40H78NO7P	"PC(O-14:0/18:2(9Z,12Z))"
26220	C40H78NO7P	PC(P-14:0/18:1(9Z))
14554	C40H78NO8P	PC(14:0/18:1(11Z))
25428	C40H78NO8P	PC(14:0/18:1(9E))[U]
14555	C40H78NO8P	PC(14:0/18:1(9Z))
14586	C40H78NO8P	PC(14:1(9Z)/18:0)
14650	C40H78NO8P	PC(16:0/16:1(9Z))
14682	C40H78NO8P	PC(16:1(9Z)/16:0)
14713	C40H78NO8P	PC(18:0/14:1(9Z))
14745	C40H78NO8P	PC(18:1(11Z)/14:0)
14778	C40H78NO8P	PC(18:1(9Z)/14:0)
15573	C40H78NO8P	PE(15:0/20:1(11Z))
15925	C40H78NO8P	PE(20:1(11Z)/15:0)
17176	C40H78NO8P	PE-NMe(16:0/18:1(9Z))
26719	C40H78NO8P	PE-NMe(18:1(9Z)/16:0)
9763	C40H78O13P2	1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-sn-glycerol 3'-phosphate
26887	C40H78O13P2	PGP(16:0/18:1(9Z))
26888	C40H78O13P2	PGP(18:0/18:1(11Z))
13772	C40H78O5	DG(15:0/22:0/0:0)
22721	C40H78O5	DG(16:0/21:0/0:0)[iso2]
22705	C40H78O5	DG(17:0/20:0/0:0)[iso2]
22709	C40H78O5	DG(18:0/19:0/0:0)[iso2]
14275	C40H78O5	DG(22:0/15:0/0:0)
22628	C40H78O8	1-O-alpha-D-glucopyranosyl-(2-tetradecanoyloxy)-eicosan-1-ol
13158	C40H79NO3	Ceramide (d18:1/22:0)
27363	C40H79NO8	GlcCer(d18:0/16:0)
17647	C40H79O10P	18:0-16:0-PG
17179	C40H79O10P	PG(16:0/18:0)
26848	C40H79O10P	PG(17:0/17:0)[U]
17207	C40H79O10P	PG(18:0/16:0)
17310	C40H80NO6P	CerP(d18:1/22:0)
14578	C40H80NO7P	PC(14:0/dm18:0)
14675	C40H80NO7P	PC(16:0/dm16:0)
26083	C40H80NO7P	PC(O-14:0/18:1(9Z))
33060	C40H80NO8P	Colfosceril palmitate (USAN/INN)
25340	C40H80NO8P	PC(10:0/22:0)
25361	C40H80NO8P	PC(11:0/21:0)
25387	C40H80NO8P	PC(12:0/20:0)
25406	C40H80NO8P	PC(13:0/19:0)
14553	C40H80NO8P	PC(14:0/18:0)
25459	C40H80NO8P	PC(15:0/17:0)
12144	C40H80NO8P	PC(16:0/16:0)
25593	C40H80NO8P	PC(17:0/15:0)
14712	C40H80NO8P	PC(18:0/14:0)
25809	C40H80NO8P	PC(19:0/13:0)
25836	C40H80NO8P	PC(20:0/12:0)
25881	C40H80NO8P	PC(21:0/11:0)
25899	C40H80NO8P	PC(22:0/10:0)
26062	C40H80NO8P	PC(9:0/23:0)
26634	C40H80NO8P	PE(13:0/22:0)[U]
26692	C40H80NO8P	PE(14:0/21:0)[U]
15572	C40H80NO8P	PE(15:0/20:0)
26571	C40H80NO8P	PE(16:0/19:0)
26500	C40H80NO8P	PE(17:0/18:0)[U]
26605	C40H80NO8P	PE(18:0/17:0)[U]
26569	C40H80NO8P	PE(19:0/16:0)
15892	C40H80NO8P	PE(20:0/15:0)
26728	C40H80NO8P	PE-NMe(17:0/17:0)[U]
19989	C40H80O2	docosanyl octadecanoate
19998	C40H80O2	eicosanyl icosanoate
20013	C40H80O2	hexadecyl tetracosanoate
20043	C40H80O2	octadecyl docosanoate
20034	C40H80O2	tetracosanyl hexadecanoate
20028	C40H80O2	tetradecyl hexacosanoate
27329	C40H81NO3	Cer(d18:0/22:0)
17578	C40H81NO5	N-(2-hydroxydocosanoyl)-phytosphingosine
26196	C40H82NO7P	PC(16:0/O-16:0)
26082	C40H82NO7P	PC(O-14:0/18:0)
26096	C40H82NO7P	PC(O-16:0/16:0)
80199	C40H82O2	"3,7,11,15,18,22,26,30-octamethyldotriacontane-1,32-diol"
26244	C40H84NO6P	PC(O-12:0/O-20:0)[U]
26253	C40H84NO6P	PC(O-14:0/O-18:0)[U]
26260	C40H84NO6P	PC(O-16:0/O-16:0)
26296	C40H84NO6P	PC(O-20:0/O-12:0)[U]
7206	C41H26O26	Alnusiin
7207	C41H28O26	Casuarictin
7208	C41H28O26	Casuarinin
7225	C41H28O27	Geraniin
7219	C41H30O26	Eugeniin
17789	C41H30O26	tellimagrandin II
7209	C41H30O27	Chebulagic acid
7227	C41H30O27	Isoterchebin
17788	C41H32O26	"1,2,3,4,6-pentagalloylglucose"
3065	C41H32O26	"1,2,3,4,6-Pentakis-O-galloyl-beta-D-glucose"
7210	C41H32O27	Chebulinic acid
34920	C41H36ClF3N2O4S	Giripladib (USAN)
32934	C41H37ClN6O5	Carzelesin (USAN/INN)
4042	C41H38N6O5S2	XV638
39389	C41H42N4O6	Vatanidipine (JAN)
35925	C41H42N4O8	Verteporfin
11252	C41H46N4O16	Precorrin 1
6655	C41H48N2O8	Thalicarpine
10564	C41H49F2N8O9P	Sch 59884
11432	C41H50N2O11	Hedamycin
32852	C41H50N6O2	Bisoctrizole (USAN/INN)
40488	C41H51N6NiO13	Coenzyme F430
33255	C41H52N6O5	Palinavir (USAN/INN)
9217	C41H52O18	Premithramycin A3
11398	C41H56N8O9	Nostocyclopeptide A3
27200	C41H56O2	Vitamin K2
27104	C41H56O3	Bacteriorubixanthinal
39022	C41H56O7	Neurosporaxanthin ?-D-glucopyranoside
11406	C41H57NO8	Chivosazole F
11487	C41H58O	Anhydrorhodovibrin
27103	C41H58O2	Bacteriorubuxanthin
11489	C41H58O2	Hydroxyspirilloxanthin
11690	C41H58O2	Okenone
11687	C41H58O2	R.g.-Keto I
11503	C41H58O2	Spheroidenone
11689	C41H58O2	Thiothece-474
11386	C41H60N8O10	Nodularin
11495	C41H60O	"3,4-Dihydroanhydrorhodovibrin"
11501	C41H60O	Spheroidene
8855	C41H60O11	Avermectin A1b monosaccharide
8870	C41H60O11	Avermectin B1a monosaccharide
27108	C41H60O2	"3,4-Dihydrospheroidenone"
11488	C41H60O2	Rhodovibrin
11504	C41H60O3	Hydroxyspheroidenone
11499	C41H62O	"3,4-Dihydrospheroidene"
8847	C41H62O12	Avermectin A2b monosaccharide
8862	C41H62O12	Avermectin B2a monosaccharide
11496	C41H62O2	"3',4'-Dihydrorhodovibrin"
11502	C41H62O2	Hydroxyspheroidene
14031	C41H62O5	"DG(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
14255	C41H62O5	"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
7805	C41H63NO14	Protoveratrine A
7806	C41H63NO15	Protoveratrine B
5946	C41H64O12	Flaccidin B
4424	C41H64O13	Digitoxin
12529	C41H64O14	Digoxin
5871	C41H64O14	Gitoxin
5866	C41H64O15	Diginatin
22825	C41H64O4	1-(6-[5]-ladderane-hexanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerol
13973	C41H64O5	"DG(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
14002	C41H64O5	"DG(18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
14029	C41H64O5	"DG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
14030	C41H64O5	"DG(18:4(6Z,9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
14197	C41H64O5	"DG(20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
14226	C41H64O5	"DG(20:4(8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
14253	C41H64O5	"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z)/0:0)"
14254	C41H64O5	"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/0:0)"
41594	C41H65N15O9	kinetensin 1-7
8042	C41H65NO10	Spinosyn A
15868	C41H66NO8P	"PE(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
5958	C41H66O11	beta-Hederin
5957	C41H66O12	alpha-Hederin
3397	C41H66O13	Tautomycin
22810	C41H66O3	1-(6-[5]-ladderane-hexanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerol
13835	C41H66O5	"DG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
13944	C41H66O5	"DG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
13971	C41H66O5	"DG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
13972	C41H66O5	"DG(18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
14000	C41H66O5	"DG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
14001	C41H66O5	"DG(18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
14027	C41H66O5	"DG(18:4(6Z,9Z,12Z,15Z)/20:3(5Z,8Z,11Z)/0:0)"
14028	C41H66O5	"DG(18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z)/0:0)"
14139	C41H66O5	"DG(20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
14168	C41H66O5	"DG(20:3(8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
14195	C41H66O5	"DG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/0:0)"
14196	C41H66O5	"DG(20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z)/0:0)"
14224	C41H66O5	"DG(20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z)/0:0)"
14225	C41H66O5	"DG(20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z)/0:0)"
14252	C41H66O5	"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)"
14451	C41H66O5	"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/0:0)"
9827	C41H67NO15	Leucomycin A4
31296	C41H67NO15	Midecamycin (JP15/INN)
31281	C41H67NO15	Triacetyloleandomycin (JAN)
9369	C41H67NO15	Troleandomycin
15553	C41H68NO8P	"PE(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
15802	C41H68NO8P	"PE(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))"
15835	C41H68NO8P	"PE(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
15866	C41H68NO8P	"PE(18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z))"
15867	C41H68NO8P	"PE(18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z))"
16344	C41H68NO8P	"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z))"
5972	C41H68O13	Pittoside A
5927	C41H68O14	Astragaloside III
13806	C41H68O5	"DG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
13833	C41H68O5	"DG(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
13834	C41H68O5	"DG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)"
13886	C41H68O5	"DG(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
13915	C41H68O5	"DG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
13942	C41H68O5	"DG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
13943	C41H68O5	"DG(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
13969	C41H68O5	"DG(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z)/0:0)"
13970	C41H68O5	"DG(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z)/0:0)"
13998	C41H68O5	"DG(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z)/0:0)"
13999	C41H68O5	"DG(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z)/0:0)"
14026	C41H68O5	"DG(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z)/0:0)"
14110	C41H68O5	"DG(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z)/0:0)"
14137	C41H68O5	"DG(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z)/0:0)"
14138	C41H68O5	"DG(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z)/0:0)"
14166	C41H68O5	"DG(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/0:0)"
14167	C41H68O5	"DG(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z)/0:0)"
14194	C41H68O5	"DG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/0:0)"
14223	C41H68O5	"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)"
14250	C41H68O5	"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z)/0:0)"
14251	C41H68O5	"DG(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z)/0:0)"
14393	C41H68O5	"DG(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z)/0:0)"
14422	C41H68O5	"DG(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z)/0:0)"
14450	C41H68O5	"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0/0:0)"
8517	C41H69N7O8	N-Acetyl-leu-leu-leu-leu-leu-tyr-amide
9833	C41H69NO14	Leucomycin A13
26932	C41H69O8P	"PA(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
17671	C41H70NO8P	18:3-18:3-PE
15520	C41H70NO8P	"PE(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
15551	C41H70NO8P	"PE(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
15552	C41H70NO8P	"PE(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))"
15645	C41H70NO8P	"PE(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
15769	C41H70NO8P	"PE(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))"
15800	C41H70NO8P	"PE(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))"
15801	C41H70NO8P	"PE(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))"
15833	C41H70NO8P	"PE(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))"
15834	C41H70NO8P	"PE(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))"
26473	C41H70NO8P	"PE(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[U]"
15865	C41H70NO8P	"PE(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))"
16125	C41H70NO8P	"PE(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))"
16278	C41H70NO8P	"PE(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))"
16311	C41H70NO8P	"PE(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))"
16343	C41H70NO8P	"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)"
27447	C41H70O2	14:1 Cholesteryl ester
16976	C41H70O2	CE(14:1(9Z))
13804	C41H70O5	"DG(16:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
13805	C41H70O5	"DG(16:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)"
13832	C41H70O5	"DG(16:1(9Z)/22:4(7Z,10Z,13Z,16Z)/0:0)"
13857	C41H70O5	"DG(18:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
13884	C41H70O5	"DG(18:1(11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
13885	C41H70O5	"DG(18:1(11Z)/20:4(8Z,11Z,14Z,17Z)/0:0)"
13913	C41H70O5	"DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)"
